Name,Address,City,State,Zipcode,Bandwitdh ( DIA or Broadband) Prediction,Direct or Wholesale Prediction,DQE ICP Focus,Provider And Connectivity,Website,Phone,LinkedIn Url,No Of Employees,Est Telco Spend,Entity Employee count,Entity Telco Spend,Location Type,Competitive Rating,canon_name,addr_zip_key,Network Build Status,Building Connection Status,Building Category,Access Medium,Install Interval,Supplier Name,Global Location ID,Custom Pricing Zone,Simple Status,Structure Status,Structure Type,Alternate Address,No IPL,Vanity Name,Building Management Company,Dist to Fiber Term Pt,Total Costs,Address Feedback,Country,Founded,API_EntityName,API_Website,API_Phone,API_LinkedIn,API_NoOfEmployees,API_MonthlyNetworkSpend,API_Revenue,API_Industry,API_FoundedYear,API_LocationType,API_LocationCount,DQE_Site_Distance,DQE_Connection_Status,DQE_Access_Medium,DQE_Network_Status,SITE_All_Competitors,API_Additional_Tenants
K-7 Parking Co,1 Bigelow Sq,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,http://www.k7parking.com,412-471-1007,https://www.linkedin.com/company/k7-parking,20,435,21,435,"Commercial Building,Health Care",Red,k-7 parking,1 bigelow sq|15219,Connected,OnNet,"Health Care,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2C2R4+695BS00,,,Fiber Ready - Single Entrance,Building W/ Cell Site,,No,DoubleTree Hotel & Suites Downtown Pittsburgh,,,0,ok,US,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Pantry Network Eastern Suburbs,519 Penn Ave,Turtle Creek,Pennsylvania,15145,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://hscc-mvpc.org,412-829-7112,https://www.linkedin.com/company/human-services-center-corporation,20,435,20,435,"Commercial Building,Health Care",Red,pantry network eastern suburbs,519 penn ave|15145,Connected,OnNet,"Health Care,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2C54C+89HBS00,,,Fiber Ready - Single Entrance,Building,Human Services Center Corp (BCLA Turtle Creek Satellite),No,,,,0,ok,US,1982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Washington Mall,1500 W Chestnut St,Washington,Pennsylvania,15301,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,http://www.shopwashingtoncrown.com,724-228-4270,https://www.linkedin.com/company/washington-crown-ctr,20,435,30,435,"Commercial Building,Government,Health Care",Red,washington mall,1500 w chestnut st|15301,Connected,OnNet,"Health Care,Government,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US86GX5P5F+RP5BS00,,,Fiber Ready - Single Entrance,Building,,No,Washington Crown Center,,,0,ok,US,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Murphy Family,585 E National Pike,Washington,Pennsylvania,15301,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,http://www.murphyfamilyinc.com,724-225-0324,https://www.linkedin.com/company/murphy-family-inc,26,426.25,26,426.25,Commercial Building,Red,murphy family,585 e national pike|15301,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US86GX4RWC+238BS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
1 Cochran Collision Cranberry,150 Racetrack Rd,Washington,Pennsylvania,15301,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://bodybycochran.com,412-349-1796,,4,420,18,4978.75,Commercial Building,Yellow,1 cochran collision cranberry,150 racetrack rd|15301,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US86GX6R72+GMHBS00,,,Fiber Ready - Single Entrance,Building,,No,,,,0,ok,US,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Allegheny Health Network,500 Naysmith Rd,North Versailles,Pennsylvania,15137,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.alleghenycounty.us,412-673-8110,https://www.linkedin.com/company/allegheny-county,3,420,8346,240825.25,"Commercial Building,Health Care",Green,allegheny health network,500 naysmith rd|15137,Not Connected,Near Net,"Commercial Building,Health Care",Fiber,60,DQE COMMUNICATIONS,US87G2959M+33HBS00,,,Estimated - Single Entrance Only,Building,,No,,,150,5760,ok,,1788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
AT&T,200 Monroeville Mall,Monroeville,Pennsylvania,15146,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.att.com,412-374-8200,https://www.linkedin.com/company/att,4,420,307129,31691567.96,"Commercial Building,Health Care",Green,at&t,200 monroeville mall|15146,Not Connected,Near Net,"Commercial Building,Health Care",Fiber,60,DQE COMMUNICATIONS,US87G2C6H4+H29BS00,,,ConnectBase - Pending Estimate,Building W/ Cell Site,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
HUNTINGTON BANK,1415 5th Ave,McKeesport,Pennsylvania,15132,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.huntington.northwell.edu,,https://www.linkedin.com/company/northwell-health,3,420,20205,1042518.75,Commercial Building,Green,huntington bank,1415 5th ave|15132,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2942X+WQVBS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Hyatt Hotels,5335 Baum Blvd,Pittsburgh,Pennsylvania,15224,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.hyatt.com,412-621-9900,https://www.linkedin.com/company/hyatt,3,420,44273,285255.5,Commercial Building,Green,hyatt hotels,5335 baum blvd|15224,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2F346+RC8BS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
JPMORGAN CHASE & CO,2 Gateway Ctr,Pittsburgh,Pennsylvania,15222,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.jpmorganchase.com,,https://www.linkedin.com/company/jpmorganchase,3,420,164757,7256791.32,Commercial Building,Green,jpmorgan chase &,2 gateway ctr|15222,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2C2X4+6RHPS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Kenneth Debus - Union Home Mortgage,1761 Golden Mile Hwy,Monroeville,Pennsylvania,15146,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.unionhomemortgage.com/kdebus,412-275-5732,https://www.linkedin.com/company/union-home-mortgage,4,420,1195,126960,Commercial Building,Yellow,kenneth debus - union home mortgage,1761 golden mile hwy|15146,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2C7VP+H9FBS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Pittsburgh Low Cost Bankruptcy Center,90 W Chestnut St,Washington,Pennsylvania,15301,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.pittsburghlowcostbankruptcy.com,412-365-4050,,3,420,3,1530,"Commercial Building,Government,Health Care",Red,pittsburgh low cost bankruptcy center,90 w chestnut st|15301,Not Connected,Near Net,"Health Care,Government,Commercial Building",Fiber,60,DQE COMMUNICATIONS,US86GX5QC3+Q38BS00,,,ConnectBase - Pending Estimate,,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
S And T Bank,2003 Lincoln Way,McKeesport,Pennsylvania,15131,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.stbank.com,412-678-3054,,3,420,187,39315,Commercial Building,Green,s and t bank,2003 lincoln way|15131,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
State of Commonwealth of Pennsylvania,200 Senior Way,Burgettstown,Pennsylvania,15021,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.pa.gov,724-947-9524,https://www.linkedin.com/company/commonwealth-of-pennsylvania_2,2,420,31053,2000137.25,Commercial Building,Yellow,state of commonwealth of pennsylvania,200 senior way|15021,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US86GX9JJ5+V95BS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Upmc Eye Center,1321 5th Ave,McKeesport,Pennsylvania,15132,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.upmc.com,412-678-0534,https://www.linkedin.com/company/upmc,3,420,8487,714587.25,"Commercial Building,Health Care",Red,upmc eye center - eye & ear institute,1321 5th ave|15132,Connected,OnNet,"Health Care,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2942X+V9RBS00,,,Fiber Ready - Single Entrance,Building,,No,,,,0,ok,US,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Upmc Eye Center,1400 Locust St,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.upmc.com,412-232-5665,https://www.linkedin.com/company/upmc,3,420,8487,714587.25,"Commercial Building,Health Care,School/University",Red,upmc eye center - eye & ear institute,1400 locust st|15219,Not Connected,Near Net,"Health Care,School/University,Commercial Building",Fiber,60,DQE COMMUNICATIONS,US87G2C2P7+GGWBS00,,,,,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Upmc Eye Center,400 Oxford Dr,Monroeville,Pennsylvania,15146,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.upmc.com,412-856-7110,https://www.linkedin.com/company/upmc,3,420,8487,714587.25,"Commercial Building,Government,Health Care",Red,upmc eye center - eye & ear institute,400 oxford dr|15146,Not Connected,Near Net,"Commercial Building,Health Care,Government",Fiber,60,DQE COMMUNICATIONS,US87G2C6J6+5XVBS00,,,ConnectBase - Pending Estimate,Building,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Ure Federal Credit Union,201 Beech St,East Pittsburgh,Pennsylvania,15112,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.urefcu.org,412-824-1166,https://www.linkedin.com/company/ure-federal-credit-union,3,420,4,907.5,Commercial Building,Green,ure federal credit union,201 beech st|15112,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2C527+3QWBS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,US,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Usx Federal Credit Union,575 Coal Valley Rd,Clairton,Pennsylvania,15025,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://usxfcu.org,,https://www.linkedin.com/company/usx-federal-credit-union,6,420,47,6727.5,Commercial Building,Red,usx federal credit union,575 coal valley rd|15025,,,,,,,,,,,,,,,,,,,,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
WALMART,2107 N Franklin Dr,Washington,Pennsylvania,15301,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.walmart.com,724-222-3937,https://www.linkedin.com/company/walmart,4,420,3249648,23305778.95,Health Care,Green,walmart,2107 n franklin dr|15301,Not Connected,Near Net,Health Care,Fiber,60,DQE COMMUNICATIONS,US86GX5P4C+X29BS00,,,ConnectBase - Pending Estimate,,,,,,,,ok,,1962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Citizens School Of Nursing,651 4th Ave,New Kensington,Pennsylvania,15068,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.ahn.org,724-334-2562,https://www.linkedin.com/company/allegheny-health-network,19,417.5,19,417.5,"Commercial Building,Health Care,School/University",Red,citizens school of nursing,651 4th ave|15068,Connected,OnNet,"Health Care,School/University,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2H66M+PH9PS00,,,Fiber Ready - Single Entrance,Building,,No,Citizens General Hospital,,,0,ok,US,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Document Solutions,500 Garden City Dr,Monroeville,Pennsylvania,15146,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://docsolinc.com,412-373-6557,https://www.linkedin.com/company/docufax-solutions-inc,19,417.5,19,417.5,Commercial Building,Green,document solutions,500 garden city dr|15146,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2C6X9+GW2BS00,,,,,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Keystone Cafe At The Tech Center,2000 Technology Dr,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,http://jewishpgh.org/,412-953-6674,,19,417.5,0,417.5,Commercial Building,Red,keystone cafe at tech center,2000 technology dr|15219,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US87G2C2MH+JXJBS00,,,Fiber Ready - Single Entrance,Building,,No,,,,0,ok,US,1912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
MC VEHIL PLUMBING HTG & SUPPLY,46 E Wheeling St,Washington,Pennsylvania,15301,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.mcvehil.com,724-225-3500,,19,417.5,19,417.5,Commercial Building,Green,mc vehil plumbing htg & supply,46 e wheeling st|15301,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US86GX5Q94+QF8BS00,,,ConnectBase - Pending Estimate,,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Pathways Of Southwestern Pennsylvania,655 Jefferson Ave,Washington,Pennsylvania,15301,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://pathwaysswpa.org,724-229-0851,https://www.linkedin.com/company/pathways-of-southwestern-pennsylvania,19,417.5,19,417.5,"Commercial Building,Health Care",Red,pathways of southwestern pennsylvania,655 jefferson ave|15301,Connected,OnNet,"Health Care,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US86GX5PGR+X69BS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Smithfield Trust Company,20 Stanwix St,Pittsburgh,Pennsylvania,15222,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://smithfieldtrustco.com,412-261-0779,https://www.linkedin.com/company/smithfield-trust-company,19,417.5,19,417.5,"Commercial Building,School/University",Red,smithfield trust,20 stanwix st|15222,Connected,OnNet,"School/University,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US86GXCXQV+FW4BS00,,,Fiber Ready - Single Entrance,Building W/ Cell Site,,No,PNC Center,,,0,ok,US,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Submed Cafe,428 Forbes Ave,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.submedcafe.com,412-338-8777,,19,417.5,1,417.5,"Commercial Building,Health Care",Red,submed cafe,428 forbes ave|15219,Not Connected,Near Net,"Commercial Building,Health Care",Fiber,60,DQE COMMUNICATIONS,US87G2C2Q2+GP7BS00,,,ConnectBase - Pending Estimate,Building,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
AT&T,2202 Liberty Ave,Pittsburgh,Pennsylvania,15222,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.att.com,,https://www.linkedin.com/company/att,0,414,307129,31691567.96,"Commercial Building,Data Center",Red,at&t,2202 liberty ave|15222,Connected,OnNet,"Data Center,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2F229+MMJBS00,,,Existing Lit - Diverse Entrances,Professional Data Center,,No,vXchnge,,,0,ok,US,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
AT&T,322 4th Ave,Pittsburgh,Pennsylvania,15222,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.att.com,,https://www.linkedin.com/company/att,0,414,307129,31691567.96,"Commercial Building,Data Center",Red,at&t,322 4th ave|15222,Connected,OnNet,"Data Center,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US86GXCXQX+HGJBS00,,,Existing Lit - Diverse Entrances,Building,,No,,"SPR002 SPRUCE STREET PROPERTIES, LTD.",,0,ok,US,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
AT&T,635 Grant St,Pittsburgh,Pennsylvania,15219,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.att.com,,https://www.linkedin.com/company/att,0,414,307129,31691567.96,"Commercial Building,Wireless",Red,at&t,635 grant st|15219,Connected,OnNet,Commercial Building,Fiber,30,DQE COMMUNICATIONS,US87G2C2R3+PPFBS00,,,Existing Lit - Diverse Entrances,Building,,No,Koppers Building,,,0,ok,US,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
AT&T,650 Smithfield St,Pittsburgh,Pennsylvania,15222,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.att.com,,https://www.linkedin.com/company/att,0,414,307129,31691567.96,"Commercial Building,Data Center,Health Care",Red,at&t,650 smithfield st|15222,Connected,OnNet,"Health Care,Data Center,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2C2R3+W7JBS00,,,Existing Lit - Diverse Entrances,Carrier PoP,,No,Center City Tower,,,0,ok,US,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
DATABANK LTD,35 Summit Park Dr,Pittsburgh,Pennsylvania,15275,DIA,Wholesale,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.databank.com,,https://www.linkedin.com/company/databank,0,414,792,79985,"Commercial Building,Data Center",Red,databank,35 summit park dr|15275,Connected,OnNet,"Data Center,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US86GXFR25+GXRBS00,,,Existing Lit - Diverse Entrances,Professional Data Center,,No,Databank,,,0,ok,US,2005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Giant Eagle,1723 S Braddock Ave,Pittsburgh,Pennsylvania,15218,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.gianteagle.com,412-371-4614,https://www.linkedin.com/company/giant-eagle,5,411.56,26930,505422.66,Commercial Building,Yellow,giant eagle,1723 s braddock ave|15218,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2C4G7+RGJBS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Compass Savings Bank,111 Westinghouse Ave,Wilmerding,Pennsylvania,15148,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.compassbank.us,412-824-1070,,7,400,7,400,Commercial Building,Green,compass savings bank,111 westinghouse ave|15148,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G295VR+664BS00,,,Estimated - Single Entrance Only,Building,,No,,,750,8300,ok,US,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Electromechanical Engineering Associates,150 Seco Rd,Monroeville,Pennsylvania,15146,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://emeassociates.com,412-351-0290,https://www.linkedin.com/company/electromechanical-engineering-associates-inc.,18,400,18,400,Commercial Building,Green,electromechanical engineering associates,150 seco rd|15146,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G2C6WV+JHWBS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,1982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Jbbm,1090 3rd St,North Versailles,Pennsylvania,15137,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.ezgaragedoors.com,412-678-5812,,18,400,18,400,Commercial Building,Green,jbbm,1090 3rd st|15137,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G295GV+645BS00,,,,,,,,,,,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Monticello Mortgage,2921 Leechburg Rd,New Kensington,Pennsylvania,15068,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,http://www.monticellohomeloans.com,724-334-1999,https://www.linkedin.com/company/monticello-mortgage-corp,7,400,7,400,"Commercial Building,Health Care",Green,monticello mortgage,2921 leechburg rd|15068,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
R A Palmer Products Company,2808 Broadway Blvd,Monroeville,Pennsylvania,15146,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-Near Net-Not Connected,https://www.palmerproductsimaging.com,412-823-5971,,16,400,16,400,Commercial Building,Yellow,r a palmer products,2808 broadway blvd|15146,Not Connected,Near Net,Commercial Building,Fiber,60,DQE COMMUNICATIONS,US87G296W4+RW8BS00,,,ConnectBase - Pending Estimate,Building,,No,,,,9999.99,ok,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Allegheny Health Network,1515 Locust St,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.alleghenycounty.us,412-681-0966,https://www.linkedin.com/company/allegheny-county,5,397.5,8346,240825.25,"Commercial Building,Health Care,School/University",Red,allegheny health network,1515 locust st|15219,Connected,OnNet,"Health Care,School/University,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2C2P8+R5PBS00,,,Fiber Ready - Single Entrance,Building,,No,,,,0,ok,US,1788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Allegheny Health Network,1835 Centre Ave,Pittsburgh,Pennsylvania,15219,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.alleghenycounty.us,412-392-4441,https://www.linkedin.com/company/allegheny-county,5,397.5,8346,240825.25,"Commercial Building,Health Care",Red,allegheny health network,1835 centre ave|15219,Connected,OnNet,"Commercial Building,Health Care",Fiber,30,DQE COMMUNICATIONS,US87G2C2V9+67RBS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,US,1788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Allegheny Health Network,2781 Leechburg Rd,New Kensington,Pennsylvania,15068,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.alleghenycounty.us,724-226-3345,https://www.linkedin.com/company/allegheny-county,5,397.5,8346,240825.25,Health Care,Red,allegheny health network,2781 leechburg rd|15068,,,,,,,,,,,,,,,,,,,,1788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
Allegheny Health Network,333 Allegheny Ave,Oakmont,Pennsylvania,15139,DIA,Direct,ICP Yes,DQE COMMUNICATIONS-OnNet-Connected,https://www.alleghenycounty.us,412-826-9229,https://www.linkedin.com/company/allegheny-county,5,397.5,8346,240825.25,"Commercial Building,Health Care",Red,allegheny health network,333 allegheny ave|15139,Connected,OnNet,"Health Care,Commercial Building",Fiber,30,DQE COMMUNICATIONS,US87G2G584+9F7BS00,,,Existing Lit - Single Entrance,Building,,No,,,,0,ok,US,1788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NOT_FOUND,N/A,N/A,N/A,N/A,N/A
